from,to
IN052,IN010
IN052,IN019
IN052,IN031
IN052,IN057
IN053,IL009
IN053,KY032
IN053,WA022
IN053,CA045
IN053,KS095
IN057,KY054
IN057,IN019
IN057,IN010
IN057,IN052
IN057,IN073
IN059,MA015
IN059,IN007
IN059,IN003
IN059,IN044
IN059,IN053
IN071,IN035
IN071,IN053
IN071,IN058
IN071,IN064
IN071,IN093
IN073,IN010
IN073,IN017
IN073,IN016
IN073,IN042
IN073,IN075
IN075,KY054
IN075,IN010
IN075,IN042
IN076,KY054
IN076,IN044
IN076,IN053
IN078,IN010
IN078,IN021
IN078,IN031
IN078,IN002
IN078,IN057
IN080,KY054
IN080,IN015
IN080,IN031
IN080,IN044
IN080,IN095
IN083,IN012
IN083,IN036
IN083,IN037
IN083,IN057
IN086,IN019
IN086,IN002
IN086,IN053
IN087,IN011
IN087,IN065
IN088,IN011
IN088,IN053
IN088,IN065
IN088,IN081
IN088,IN087
KS001,KS043
KS001,KS031
KS001,KS039
KS001,KS040
KS001,KS095
KS002,KS051
KS002,KS067
KS002,KS072
KS002,KS074
KS002,KS080
KS003,FL036
KS003,KS032
KS003,KS036
KS003,KS049
KS003,KS072
KS008,KS012
KS008,KS023
KS008,KS028
KS008,KS033
KS008,KS052
KS011,KS048
KS011,KS024
KS011,KS066
KS011,KS056
KS011,KS063
KS012,KS001
KS012,KS018
KS012,KS031
KS012,KS040
KS012,KS070
KS013,KS043
KS013,KS032
KS013,KS072
KS013,KS075
KS013,KS095
KS015,KS026
KS015,KS062
KS015,KS071
KS015,KS076
KS015,KS088
KS019,KS014
KS019,KS041
KS019,KS055
KS019,KS060
KS019,KS096
KS020,KS025
KS020,KS047
KS020,KS064
KS020,KS077
KS020,KS083
KS021,KS009
KS021,KS035
KS021,KS046
KS021,KS064
KS021,KS078
KS022,KS028
KS022,KS033
KS022,KS042
KS022,KS081
KS022,KS086
KS024,KS036
KS024,KS011
KS024,KS091
KS025,KS047
KS025,KS061
KS025,KS082
KS025,KS083
KS025,KS090
KS029,KS030
KS029,KS042
KS029,KS052
KS029,KS081
KS029,KS092
KS031,KS001
KS031,KS039
KS031,KS040
KS031,KS070
KS031,KS087
KS032,KS003
KS032,KS049
KS032,KS072
KS032,KS095
KS032,KS087
KS033,KS008
KS033,KS023
KS033,KS028
KS033,KS099
KS033,KS052
KS034,KS017
KS034,KS036
KS034,KS043
KS034,KS106
KS034,KS089
KS035,KS009
KS035,KS021
KS035,KS046
KS035,KS054
KS035,KS084
KS036,MO049
KS036,KS043
KS036,KS075
KS036,KS089
KS036,KS098
KS041,KS006
KS041,"KS014
"
KS041,KS106
KS041,KS060
KS041,KS096
KS043,KS036
KS043,OH092
KS043,KS089
KS043,WA026
KS043,KS098
KS044,MO018
KS044,KS016
KS044,KS036
KS044,KS098
KS045,KS022
KS045,KS027
KS045,KS052
KS045,KS086
KS045,KS200
KS046,KS021
KS046,KS009
KS046,KS043
KS046,KS051
KS046,KS064
KS047,KS025
KS047,KS082
KS047,KS083
KS047,KS088
KS047,KS090
KS049,KS003
KS049,KS013
KS049,KS032
KS049,KS056
KS049,KS087
KS050,KS017
KS050,KS106
KS050,KS059
KS050,KS089
KS050,KS093
KS052,KS028
KS052,KS057
KS052,KS045
KS052,KS086
KS052,KS200
KS053,KS024
KS053,KS036
KS053,KS043
KS053,KS069
KS053,KS098
KS055,KS107
KS056,KS004
KS056,KS066
KS056,KS011
KS056,KS063
KS056,KS091
KS057,KS027
KS057,KS045
KS057,KS086
KS057,KS200
KS059,KS017
KS059,KS034
KS059,KS050
KS059,KS106
KS059,KS089
KS062,KS026
KS062,KS068
KS062,KS071
KS062,KS076
KS064,KS046
KS064,KS054
KS064,KS073
KS064,KS076
KS064,KS084
KS066,KS019
KS066,KS003
KS067,KS002
KS067,KS051
KS067,KS074
KS067,KS083
KS067,KS085
KS069,KS037
KS069,KS036
KS069,KS075
KS070,KS018
KS070,KS031
KS070,KS039
KS070,KS040
KS070,KS001
KS072,KS036
KS072,KS043
KS076,KS026
KS076,KS062
KS076,KS068
KS076,KS078
KS077,KS002
KS077,KS020
KS077,KS067
KS078,KS009
KS078,KS021
KS078,KS046
KS078,KS064
KS078,KS076
KS080,KS002
KS080,KS051
KS080,KS067
KS080,KS072
KS080,KS074
KS083,KS025
KS083,KS047
KS083,KS071
KS083,KS082
KS083,KS090
KS084,KS035
KS084,KS046
KS084,KS054
KS084,KS064
KS084,KS076
KS086,KS027
KS086,KS099
KS086,KS052
KS086,KS200
KS088,KS007
KS088,KS047
KS088,KS071
KS088,KS076
KS088,KS083
KS089,KS037
KS089,KS036
KS089,KS043
KS089,KS051
KS089,KS075
KS090,KS025
KS090,KS047
KS090,KS061
KS090,KS082
KS090,KS083
KS091,KS011
KS091,KS024
KS091,KS036
KS091,KS069
KS091,KS089
KS092,KS025
KS092,KS029
KS092,KS030
KS092,KS042
KS092,KS083
KS095,KS003
KS095,KS036
KS095,KS075
KS096,KS014
KS096,KS019
KS096,KS041
KS096,KS055
KS096,KS106
KS098,MO022
KS098,KS036
KS098,MO049
KS098,KS043
KS098,KS053
KS099,KS022
KS099,KS023
KS099,KS028
KS099,KS033
KS099,KS052
KS104,KS036
KS104,KS053
KS104,KS098
KS106,KS017
KS106,KS034
KS106,KS050
KS106,KS059
KS106,KS089
KS107,KS006
KS107,KS011
KS107,KS014
KS107,KS060
KS107,KS096
KY002,KY009
KY002,KY017
KY002,KY021
KY002,KY029
KY003,KY006
KY003,KY028
KY004,KY009
KY004,KY058
KY004,KY021
KY004,KY029
KY004,KY057
KY006,KY009
KY006,KY047
KY007,KY009
KY007,KY021
KY007,KY029
KY007,FL056
KY007,KY047
KY008,KY002
KY008,TN007
KY008,KY017
KY008,TN068
KY008,KY047
KY009,KY006
KY009,KY133
KY009,KY021
KY009,KY047
KY009,KY052
KY010,KY021
KY010,KY025
KY010,KY026
KY010,KY033
KY010,TN084
KY012,KY009
KY012,KY018
KY012,KY014
KY012,KY025
KY012,KY053
KY013,KY056
KY013,KY006
KY013,KY016
KY013,KY014
KY013,KY025
KY014,KY012
KY014,KY009
KY014,KY021
KY014,KY022
KY014,KY043
KY015,KY002
KY015,KY009
KY015,KY133
KY015,KY035
KY015,KY047
KY018,KY012
KY018,KY021
KY018,KY009
KY018,KY014
KY018,KY052
KY020,KY017
KY020,KY014
KY020,KY025
KY020,KY035
KY021,KY006
KY021,KY009
KY021,KY026
KY021,KY047
KY021,KY049
KY022,KY015
KY022,KY014
KY022,KY077
KY024,KY071
KY024,KY010
KY024,KY021
KY024,KY026
KY024,KY051
KY025,KY006
KY025,KY010
KY025,KY016
KY025,KY023
KY025,KY029
KY029,KY005
KY029,KY028
KY029,KY025
KY031,KY012
KY031,KY018
KY032,KY007
KY032,DC001
KY032,KY028
KY032,KY040
KY032,MO102
KY035,KY020
KY035,KY021
KY035,KY042
KY035,KY045
KY037,KY006
KY037,KY133
KY037,KY021
KY037,KY002
KY037,KY048
KY038,KY008
KY038,KY009
KY038,KY017
KY038,KY020
KY038,KY045
KY040,OH025
KY040,KY009
KY040,OH060
KY040,FL052
KY040,KY047
KY041,KY009
KY041,KY021
KY041,KY007
KY041,KY032
KY042,KY017
KY042,KY025
KY042,KY035
KY042,KY045
KY042,KY049
KY045,KY035
KY045,KY042
KY047,KY006
KY047,TX146
KY047,KY021
KY047,NC009
KY047,WA022
KY048,KY006
KY048,KY009
KY048,KY133
KY048,KY021
KY048,KY037
KY049,KY003
KY049,KY009
KY049,KY026
KY049,KY028
KY049,KY047
KY051,KY133
KY051,KY021
KY051,KY009
KY053,KY006
KY053,KY018
KY053,KY009
KY053,KY014
KY053,KY028
KY056,KY006
KY057,KY001
KY057,KY009
KY057,KY058
KY057,KY021
KY057,KY004
KY058,KY004
KY058,KY021
KY058,KY033
KY058,KY057
KY058,KY049
KY060,KY009
KY060,KY107
KY060,KY021
KY060,KY026
KY071,KY073
KY071,KY024
KY071,KY026
KY071,KY048
KY071,KY051
KY073,KY023
KY073,KY024
KY073,KY071
KY073,KY026
KY073,KY051
KY077,KY009
KY077,KY018
KY077,KY021
KY077,KY012
KY077,KY014
KY107,KY002
KY107,KY007
KY107,KY009
KY107,KY060
KY107,KY029
KY133,KY006
KY133,FL015
KY133,FL041
KY133,KY048
LA018,LA016
LA018,LA024
LA019,VA026
LA024,LA017
LA024,LA016
LA024,LA018
LA024,LA021
LA024,LA019
LA038,LA045
LA038,LA016
LA038,LA024
LA038,LA018
LA038,LA019
MA005,MA156
MA005,MA313
MA005,MA269
MA005,MA271
MA005,MA317
MA008,MA235
MA008,MA085
MA008,MA110
MA008,MA210
MA008,MA265
MA009,MA050
MA009,MA171
MA009,MA176
MA009,MA204
MA009,MA318
MA010,MA022
MA010,MA040
MA010,MA043
MA010,MA153
MA010,MA194
MA015,MA086
MA015,MA133
MA015,MA213
MA015,MA237
MA015,MA274
MA017,MA016
MA017,MA137
MA020,MA013
MA020,MA042
MA020,MA063
MA020,MA153
MA020,MA123
MA022,MA010
MA022,MA040
MA022,MA042
MA022,MA153
MA022,MA302
MA035,MA120
MA035,MA217
MA036,MA080
MA036,MA177
MA036,MA243
MA036,MA298
MA036,MA314
MA038,MA079
MA038,MA237
MA038,MA282
MA038,MA298
MA043,PA001
MA043,OH037
MA043,IN053
MA043,MA264
MA043,WA026
MA050,MA027
MA050,MA075
MA050,MA157
MA050,MA318
MA050,MA284
MA051,MA030
MA051,MA043
MA051,MA057
MA051,MA241
MA051,MA127
MA057,MA051
MA058,MA348
MA058,MA102
MA058,MA143
MA058,MA067
MA058,MA179
MA062,MA069
MA062,MA110
MA062,MA332
MA062,MA245
MA062,MA344
MA067,MA159
MA067,MA164
MA067,MA222
MA067,MA250
MA067,MA280
MA068,MA346
MA068,Fairhaven
MA068,MA196
MA068,MA298
MA068,MA322
MA071,MA050
MA071,MA143
MA071,MA016
MA071,MA179
MA071,MA254
MA082,MA235
MA082,MA110
MA082,MA156
MA082,MA210
MA082,MA265
MA085,MA121
MA085,MA210
MA085,MA220
MA085,MA265
MA089,MA104
MA089,MA222
MA089,MA095
MA089,MA244
MA093,MA152
MA093,MA100
MA093,MA266
MA093,MA320
MA093,MA330
MA100,MA049
MA100,MA152
MA100,MA093
MA100,MA192
MA100,MA330
MA109,MA288
MA109,MA327
MA127,BPHC
MA127,MA051
MA127,MA241
MA137,MA016
MA139,MA055
MA139,MA210
MA139,MA265
MA141,MA138
MA141,MA350
MA141,MA172
MA141,MA292
MA141,MA316
MA143,MA098
MA143,MA043
MA143,MA165
MA143,MA208
MA146,MA007
MA146,MA179
MA146,MA251
MA146,MA311
MA152,MA012
MA152,MA093
MA152,MA100
MA152,MA233
MA152,MA320
MA156,MA043
MA156,MA005
MA156,MA313
MA157,MA050
MA157,MA075
MA157,MA284
MA157,MA318
MA164,MA348
MA164,MA159
MA164,MA222
MA164,MA250
MA164,MA280
MA165,MA014
MA165,MA143
MA165,MA330
MA165,MA208
MA165,MA267
MA166,MA079
MA166,MA128
MA166,MA212
MA166,MA232
MA166,MA256
MA178,MA085
MA182,MA193
MA182,MA213
MA182,MA296
MA188,MA145
MA188,MA317
MA190,MA032
MA190,MA159
MA190,MA171
MA190,MA179
MA190,MA222
MA193,MA350
MA193,MA013
MA193,MA040
MA193,MA153
MA193,MA201
MA194,MA010
MA194,MA040
MA194,MA043
MA194,MA201
MA194,MA213
MA205,MA013
MA205,MA163
MA205,MA211
MA205,MA230
MA213,MA069
MA213,MA323
MA213,MA194
MA213,MA296
MA213,MA333
MA223,MA015
MA223,MA112
MA223,MA133
MA223,MA079
MA223,MA177
MA230,MA013
MA230,MA097
MA230,MA193
MA230,MA305
MA234,MA071
MA234,MA016
MA234,MA217
MA234,MA289
MA234,MA306
MA236,MA030
MA236,"MA034
"
MA236,MA043
MA236,MA184
MA236,MA324
MA238,MA282
MA238,MA049
MA238,MA086
MA238,MA253
MA238,MA137
MA240,MA013
MA240,MA072
MA240,MA163
MA240,MA257
MA240,MA281
MA241,MA051
MA241,MA127
MA241,MA254
MA247,MA012
MA247,MA093
MA247,MA100
MA247,MA283
MA247,MA330
MA248,MA317
MA248,MA188
MA248,MA269
MA250,MA348
MA250,MA040
MA250,MA159
MA250,MA201
MA250,MA222
MA256,MA061
MA256,MA166
MA256,MA184
MA256,MA212
MA256,MA296
MA258,MA350
MA258,MA153
MA258,MA030
MA258,MA213
MA258,MA222
MA267,MA014
MA267,MA316
MA267,MA330
MA269,MA005
MA269,MA265
MA269,MA268
MA269,MA313
MA269,MA317
MA282,MA013
MA282,MA193
MA282,MA238
MA283,MA093
MA283,MA100
MA283,MA152
MA283,MA012
MA285,MA101
MA285,MA056
MA285,MA087
MA285,MA214
MA285,MA315
MA287,MA032
MA287,MA159
MA287,MA179
MA287,MA190
MA287,MA222
MA294,MA171
MA294,MA179
MA294,MA201
MA296,MA013
MA296,MA040
MA296,MA143
MA296,MA213
MA296,MA323
MA303,MA063
MA303,MA016
MA303,MA179
MA303,MA193
MA303,MA277
MA304,MA077
MA304,MA316
MA304,MA267
MA305,MA153
MA305,MA193
MA305,MA296
MA305,MA297
MA305,MA333
MA306,MA016
MA313,MA005
MA313,MA055
MA313,MA110
MA313,MA210
MA313,MA220
MA317,MA005
MA317,MA139
MA317,MA269
MA317,MA288
MA317,MA313
MA318,MA030
MA318,MA040
MA318,MA043
MA318,MA179
MA318,MA201
MA323,MA043
MA323,MA069
MA323,MA194
MA323,MA213
MA323,MA333
MA332,MA069
MA332,MA110
MA348,MA067
MA348,MA159
MA348,MA222
MA348,MA250
MA348,MA280
MA356,MA032
MA356,MA114
MA356,MA179
MA356,MA246
MA356,MA287
MD002,MD011
MD002,MD013
MD002,MD012
MD002,MD023
MD002,MD025
MD003,MD012
MD003,MD015
MD003,MD009
MD003,MD018
MD003,MD025
MD006,MD005
MD006,MD014
MD006,MD010
MD006,MD021
MD008,MD013
MD008,MD014
MD008,MD015
MD008,MD005
MD008,MD012
MD010,MD006
MD010,MD009
MD010,MD016
MD010,MD018
MD010,MD021
MD011,MD006
MD011,MD013
MD011,MD019
MD011,MD020
MD011,MD022
MD012,MD003
MD012,MD009
MD012,MD014
MD012,MD015
MD012,MD025
MD013,MD009
MD013,MD012
MD013,MD014
MD013,MD002
MD013,MD025
MD014,MD012
MD014,MD015
MD014,MD009
MD014,MD025
MD015,MD006
MD015,MD010
MD015,MD012
MD015,MD014
MD015,MD003
MD017,VA008
MD017,VA036
MD017,MD012
MD017,MD005
MD017,MD018
MD018,MD003
MD018,DC001
MD018,MD015
MD018,MD004
MD018,MD017
MD020,MD010
MD020,MD013
MD020,MD011
MD020,MD024
MD020,MD025
MD021,MD006
MD021,MD012
MD021,MD013
MD021,MD014
MD021,MD010
MD022,MD007
MD022,MD011
MD022,MD016
MD022,MD019
MD024,MD003
MD024,MD011
MD024,MD014
MD024,MD025
MD024,MD020
MD025,MD006
MD025,MD009
MD025,MD013
MD025,MD024
MD025,MD020
ME003,ME009
ME009,ME003
ME029,ME030
ME029,ME032
ME029,ME034
ME029,ME035
ME029,PA023
ME031,ME029
ME031,ME032
ME031,ME036
ME031,ME034
ME031,ME035
ME033,ME030
ME033,ME032
ME033,ME029
ME033,ME034
ME033,PA023
ME034,ME029
ME034,ME030
ME034,ME032
ME034,ME035
ME034,PA023
ME035,ME029
ME035,ME032
ME035,ME030
ME035,ME034
ME035,PA023
ME036,ME029
ME036,ME032
ME036,ME031
ME036,ME034
ME036,ME035
MI005,MI026
MI005,MI036
MI005,MI041
MI006,MI002
MI006,MI007
MI006,MI025
MI006,MI026
MI006,MI030
MI008,MI003
MI008,MI028
MI008,MI046
MI008,MI043
MI008,MI045
MI009,MI015
MI009,MI026
MI009,MI017
MI009,MI036
MI009,MI037
MI011,MI010
MI011,MI014
MI011,MI027
MI011,MI034
MI011,MI050
MI013,MI032
MI013,MI049
MI013,MI038
MI013,MI040
MI013,MI048
MI014,MI010
MI014,MI027
MI014,MI034
MI014,MI011
MI014,MI050
MI017,MI009
MI017,MI020
MI017,MI015
MI017,MI036
MI018,MI017
MI018,MI016
MI018,MI020
MI018,MI026
MI018,MI015
MI019,MI023
MI019,MI028
MI019,MI031
MI019,MI037
MI019,MI040
MI020,MI004
MI020,MI015
MI020,MI026
MI020,MI040
MI020,MI041
MI024,MI009
MI024,MI026
MI024,MI006
MI024,MI048
MI025,MI005
MI025,MI007
MI026,MI009
MI026,MI017
MI026,MI025
MI026,MI036
MI026,MI041
MI027,MI010
MI027,MI014
MI027,MI015
MI027,MI034
MI027,MI011
MI028,MI019
MI028,MI008
MI028,MI046
MI028,MI043
MI030,MI024
MI030,MI006
MI030,MI038
MI030,MI048
MI031,MI013
MI031,MI032
MI031,MI040
MI031,MI048
MI031,MI049
MI034,MI010
MI034,MI014
MI034,MI027
MI034,MI011
MI034,MI050
MI036,MI002
MI036,MI017
MI036,MI015
MI036,MI009
MI036,MI041
MI037,OH033
MI037,MI025
MI037,MI026
MI037,MI040
MI037,MI041
MI043,MI046
MI045,MI028
MI045,MI032
MI045,MI040
MI045,MI043
MI045,MI049
MI046,MI003
MI046,MI008
MI046,MI028
MI046,MI043
MI046,MI045
MI048,MI013
MI048,MI031
MI048,MI032
MI048,MI040
MI048,MI049
MI049,MI013
MI049,MI032
MI049,MI038
MI049,MI040
MI049,MI045
MI050,MI010
MI050,MI011
MI050,MI027
MI050,MI034
MI050,MI014
MN002,MN015
MN002,MN024
MN002,MN032
MN002,MN044
MN002,MN053
MN003,MN033
MN003,MN010
MN003,MN095
MN003,MN039
MN004,MN015
MN004,MN024
MN004,MN032
MN004,MN044
MN004,MN053
MN006,MN015
MN006,MN060
MN006,MN050
MN006,MN064
MN006,MN038
MN007,MN015
MN007,MN024
MN007,MN044
MN007,MN048
MN007,MN053
MN008,MN084
MN008,MN025
MN008,WI025
MN008,MN061
MN008,MO102
MN011,MN084
MN011,MN085
MN011,MN008
MN011,MN038
MN013,MN095
MN013,MN090
MN013,MN070
MN013,MN091
MN015,MN002
MN015,MN004
MN015,MN048
MN015,MN044
MN015,MN053
MN016,MN006
MN016,MN036
MN016,MN022
MN016,MN050
MN016,MN046
MN019,MN012
MN019,MN050
MN019,MN006
MN019,MN054
MN020,MN021
MN020,MN040
MN020,WI044
MN020,MN038
MN020,MN055
MN022,MN034
MN022,MN046
MN022,MN065
MN022,MN066
MN022,MN082
MN024,MN004
MN024,MN032
MN024,MN044
MN024,MN053
MN026,MN009
MN026,MN060
MN026,WI044
MN026,MN070
MN026,MN053
MN027,MN013
MN027,MN070
MN027,MN090
MN027,MN091
MN027,MN051
MN032,MN004
MN032,MN015
MN032,TX156
MN032,MN024
MN032,MN053
MN038,MN015
MN038,MN011
MN038,MN044
MN038,MN051
MN038,MN053
MN041,MN010
MN041,MN079
MN041,MN074
MN041,MN057
MN041,MN039
MN044,MN002
MN044,MN015
MN044,MN024
MN044,MN032
MN044,MN053
MN046,MN006
MN046,MN083
MN046,MN022
MN046,MN038
MN046,MN065
MN048,MN004
MN048,MN007
MN048,MN015
MN048,MN024
MN048,MN044
MN049,MN076
MN049,MN051
MN049,MN056
MN050,MN005
MN050,MN006
MN050,MN064
MN050,MN090
MN050,MN068
MN053,MN002
MN053,MN032
MN053,MN024
MN053,MN015
MN053,MN044
MN054,MN005
MN054,MN019
MN054,MN006
MN054,MN064
MN054,MN037
MN057,MN038
MN057,MN041
MN057,MN072
MN060,MN015
MN060,MN051
MN063,MN079
MN063,MN080
MN063,MN078
MN063,MN074
MN063,MN073
MN064,MN005
MN064,MN050
MN064,MN006
MN064,MN059
MN064,MN068
MN065,MN083
MN065,MN081
MN065,MN051
MN065,MN082
MN065,MN056
MN068,MN006
MN068,MN019
MN068,MN050
MN068,MN064
MN068,MN016
MN069,MN095
MN069,MN090
MN069,MN070
MN069,MN090
MN069,MN059
MN070,MN069
MN070,MN090
MN070,MN059
MN071,MN074
MN071,MN073
MN071,MN072
MN074,MN079
MN074,MN071
MN074,MN073
MN074,MN072
MN076,MN083
MN076,MN081
MN076,MN049
MN076,MN051
MN076,MN056
MN078,MN083
MN078,MN080
MN078,MN079
MN078,MN063
MN078,MN073
MN081,MN076
MN081,MN026
MN081,MN051
MN081,MN065
MN081,MN082
MN082,MN083
MN082,MN081
MN082,MN051
MN082,MN065
MN085,MN008
MN085,MN025
MN085,MN086
MN085,MN084
MN085,MO102
MN086,MN084
MN086,MN008
MN086,MN025
MN086,MN085
MN086,MN061
MN097,MN013
MN097,MN095
MN097,MN090
MN097,MN050
MN097,MN070
MO001,MO058
MO001,MO090
MO001,MO094
MO004,MO025
MO004,MO013
MO004,MO024
MO004,MO132
MO004,MO102
MO007,MO008
MO007,MO038
MO007,MO047
MO007,MO077
MO007,MO109
MO008,MO007
MO008,MO038
MO008,MO047
MO008,MO052
MO008,MO077
MO009,MO011
MO009,MO059
MO009,MO015
MO009,MO112
MO009,MO111
MO012,MO016
MO012,MO023
MO012,MO030
MO012,MO036
MO012,MO057
MO013,MO025
MO013,MO024
MO013,MO026
MO013,MO067
MO013,MO132
MO014,MO026
MO014,MO041
MO014,MO063
MO014,MO065
MO014,MO068
MO015,MO009
MO015,MO059
MO015,MO112
MO015,MO103
MO015,MO110
MO016,MO012
MO016,MO030
MO016,MO036
MO016,MO057
MO016,MO086
MO017,MO032
MO017,MO074
MO017,MO087
MO017,MO093
MO017,MO114
MO018,MO007
MO018,MO025
MO018,MO042
MO018,MO049
MO018,MO080
MO019,MO001
MO019,MO056
MO019,MO058
MO019,MO085
MO019,MO089
MO021,MO050
MO021,MO054
MO021,MO060
MO021,MO091
MO021,MO094
MO022,MO025
MO022,MO049
MO022,MO095
MO024,MO004
MO024,MO013
MO024,MO026
MO024,MO025
MO025,MO024
MO025,MO042
MO025,MO049
MO025,MO022
MO025,MO095
MO026,MO013
MO026,MO024
MO026,MO025
MO026,MO065
MO026,MO068
MO027,MO031
MO027,MO051
MO027,MO078
MO027,MO082
MO027,MO110
MO028,MO029
MO028,MO039
MO028,MO081
MO028,MO113
MO030,MO012
MO030,MO036
MO030,MO037
MO030,MO057
MO030,MO062
MO031,MO027
MO031,MO051
MO031,MO078
MO031,MO082
MO032,MO130
MO032,MO074
MO032,MO093
MO032,MO107
MO032,MO114
MO033,MO064
MO033,MO069
MO033,MO075
MO033,MO098
MO033,MO103
MO036,MO030
MO036,MO056
MO036,MO057
MO036,MO062
MO036,MO071
MO037,MO012
MO037,MO030
MO037,MO036
MO037,MO057
MO037,MO108
MO038,MO007
MO038,MO047
MO039,MO028
MO039,MO029
MO039,MO032
MO039,MO081
MO039,MO113
MO041,MO013
MO041,MO014
MO041,MO025
MO041,MO063
MO041,MO026
MO044,MO022
MO044,MO042
MO044,KS036
MO044,MO049
MO045,MO006
MO045,MO048
MO045,MO061
MO045,MO070
MO045,MO095
MO046,MO025
MO046,MO096
MO046,MO101
MO046,MO102
MO047,MO007
MO047,MO008
MO047,MO038
MO047,MO052
MO047,MO077
MO048,MO025
MO048,MO045
MO048,MO070
MO048,MO095
MO049,CA040
MO049,IL013
MO049,DC001
MO049,TX146
MO049,WA022
MO050,MO001
